gender,ssc_p,ssc_b,hsc_p,hsc_b,degree_p,etest_p,salary,Majoredu,workexp,location,skill1,skill2,skill3,skill4,Jobprofile
M,62.0,Central,67.0,Central,58.0,77.0,,Architecture,2,Hyderabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,67.16,Central,72.5,Central,63.35,53.04,250000.0,Computer,6,Ahmedabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,65.0,Central,75.0,Central,69.0,72.0,200000.0,Architecture,4,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,61.0,Central,81.0,Central,66.4,50.89,278000.0,Art,7,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,63.0,Central,66.0,Central,64.0,68.0,,Computer,5,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,51.0,Central,44.0,Central,57.0,64.0,,Computer,7,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,79.0,Central,76.0,Central,65.6,58.0,320000.0,Buisness,1,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,70.89,Others,71.98,Others,65.6,68.0,,Architecture,6,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,46.0,Others,49.2,Others,79.0,74.28,,Architecture,5,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,63.0,Others,62.0,Others,68.0,64.0,250000.0,Architecture,6,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,63.0,Others,67.0,Others,66.0,68.0,265000.0,Architecture,2,Noida,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,73.0,Central,79.0,Central,72.0,91.34,231000.0,Art,5,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Architecture,6,kolkata,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Buisness,1,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,59.0,Central,64.0,Others,58.0,85.0,,Architecture,6,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,51.0,Others,54.0,Others,61.0,60.0,,Art,6,kolkata,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,74.0,Others,73.0,Others,73.0,80.0,210000.0,Computer,7,Nagpur,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,63.0,Others,67.0,Others,64.0,75.0,500000.0,Art,2,Gurgaon,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,63.3,Central,78.33,Others,74.0,80.0,,Art,7,Chennai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,54.2,Central,63.0,Others,58.0,79.0,,Architecture,1,Pune,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,74.0,Others,73.0,Others,73.0,80.0,210000.0,Computer,7,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Architecture,5,Pune,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,81.7,Others,63.0,Others,67.0,86.0,300000.0,Architecture,7,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,79.0,Others,76.0,Others,85.0,95.0,393000.0,Buisness,6,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,80.0,Others,80.0,Others,72.0,63.79,290000.0,Architecture,7,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,73.0,Others,58.0,Others,66.0,53.7,240000.0,Art,2,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,82.0,Others,64.0,Others,73.0,96.0,250000.0,Computer,5,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,62.0,Others,65.0,Others,66.0,50.0,265000.0,Computer,4,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,73.0,Central,79.0,Central,72.0,91.34,231000.0,Architecture,6,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,41.0,Central,42.0,Central,60.0,97.0,,Art,3,Gurgaon,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Buisness,2,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,68.2,Central,72.8,Central,66.6,96.0,300000.0,Buisness,2,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,55.68,Others,61.33,Others,56.87,66.0,260000.0,Buisness,6,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Buisness,1,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,67.0,Central,53.0,Central,65.0,64.0,,Art,4,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,52.0,Others,52.0,Others,55.0,67.0,,Buisness,7,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,49.0,Others,39.0,Central,65.0,63.0,,Computer,4,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,76.7,Central,89.7,Others,66.0,90.0,250000.0,Art,5,Gurgaon,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,59.0,Central,60.0,Others,56.0,55.0,220000.0,Buisness,5,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,89.4,Others,65.66,Others,71.25,72.0,400000.0,Computer,4,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,84.0,Others,90.9,Others,64.5,86.04,270000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,61.0,Others,62.0,Others,65.0,62.0,250000.0,Art,7,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,69.5,Central,70.0,Central,72.0,57.2,250000.0,Art,5,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,76.0,Central,80.0,Central,78.0,97.0,276000.0,Art,1,Gurgaon,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Buisness,4,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Art,5,Chennai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,62.0,Others,62.0,Others,60.0,63.0,240000.0,Architecture,4,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,65.0,Central,68.0,Central,64.0,75.0,250000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,73.0,Central,73.0,Central,66.0,70.0,275000.0,Architecture,1,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,65.0,Central,75.0,Central,69.0,72.0,200000.0,Architecture,2,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,69.5,Central,70.0,Central,72.0,57.2,250000.0,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,43.0,Central,60.0,Others,65.0,92.66,,Art,5,Chennai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,62.0,Central,60.33,Others,64.21,63.0,,Architecture,5,Pune,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Computer,6,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Buisness,3,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,73.24,Others,50.83,Others,64.27,64.0,500000.0,Computer,2,Noida,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,51.0,Others,54.0,Others,61.0,60.0,,Buisness,6,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,67.0,Central,70.0,Central,65.0,88.0,,Computer,1,Chennai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,63.0,Central,67.0,Central,74.0,82.0,,Computer,5,Pune,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,73.0,Others,58.0,Others,66.0,53.7,240000.0,Buisness,4,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,77.0,Others,75.0,Others,73.0,80.0,240000.0,Computer,6,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,63.0,Others,71.4,Others,61.4,68.0,240000.0,Art,5,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,74.0,Others,73.0,Others,73.0,80.0,210000.0,Computer,2,Delhi,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,68.2,Central,72.8,Central,66.6,96.0,300000.0,Computer,1,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,46.0,Others,49.2,Others,79.0,74.28,,Architecture,5,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,63.0,Others,67.0,Others,64.0,75.0,500000.0,Computer,1,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,46.0,Others,49.2,Others,79.0,74.28,,Art,3,Ahmedabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,59.6,Central,51.0,Central,60.0,75.0,,Computer,4,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,73.0,Others,58.0,Others,66.0,53.7,240000.0,Computer,3,Mumbai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,63.3,Central,78.33,Others,74.0,80.0,,Art,5,Mumbai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,73.0,Central,73.0,Central,66.0,70.0,275000.0,Buisness,2,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,76.0,Central,64.0,Central,72.0,58.0,,Architecture,6,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,78.5,Central,65.5,Central,67.0,95.0,280000.0,Buisness,7,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,70.89,Others,71.98,Others,65.6,68.0,,Buisness,6,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Architecture,4,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Architecture,2,Ahmedabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,67.0,Central,70.0,Central,65.0,88.0,,Architecture,6,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Architecture,1,Nagpur,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,70.0,Central,74.0,Central,65.0,83.0,300000.0,Architecture,5,kolkata,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,76.0,Central,70.0,Central,76.0,66.0,300000.0,Computer,3,Pune,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,79.0,Others,76.0,Others,85.0,95.0,393000.0,Computer,3,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,64.0,Others,70.2,Central,61.0,50.0,,Architecture,5,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,40.89,Others,45.83,Others,53.0,71.2,,Art,5,Nagpur,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,48.0,Central,51.0,Central,58.0,60.0,,Computer,7,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,74.0,Others,63.16,Others,65.0,65.0,,Computer,2,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,55.68,Others,61.33,Others,56.87,66.0,260000.0,Art,3,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,55.6,Others,51.0,Others,57.5,57.63,,Computer,5,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,58.0,Others,40.0,Others,59.0,73.0,,Architecture,3,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,85.8,Central,73.6,Central,73.3,96.8,425000.0,Art,7,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,63.0,Others,62.0,Others,68.0,64.0,250000.0,Architecture,7,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,75.2,Central,73.2,Central,68.4,65.0,200000.0,Architecture,5,Pune,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,81.0,Others,68.0,Others,64.0,93.0,411000.0,Architecture,5,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,59.6,Central,51.0,Central,60.0,75.0,,Computer,4,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,84.0,Others,79.0,Others,68.0,84.0,300000.0,Architecture,7,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,52.0,Others,65.0,Others,57.0,75.0,,Art,1,Banglore,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,74.0,Others,59.0,Others,73.0,60.0,240000.0,Architecture,4,Nagpur,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,63.0,Others,62.0,Others,65.0,87.5,,Art,3,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,52.0,Others,55.0,Others,56.3,59.0,,Architecture,6,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,49.0,Others,39.0,Central,65.0,63.0,,Art,4,Banglore,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,74.0,Others,59.0,Others,73.0,60.0,240000.0,Architecture,4,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,46.0,Others,49.2,Others,79.0,74.28,,Architecture,6,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,61.08,Others,50.0,Others,54.0,71.0,,Buisness,4,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,69.6,Central,68.4,Central,78.3,60.0,250000.0,Architecture,2,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,63.0,Central,66.0,Central,64.0,68.0,,Buisness,1,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Buisness,1,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Architecture,1,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,47.0,Central,55.0,Others,65.0,62.0,,Architecture,1,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,73.0,Central,64.0,Others,77.0,65.0,250000.0,Art,7,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,74.0,Others,59.0,Others,73.0,60.0,240000.0,Art,5,kolkata,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,65.0,Central,75.0,Central,69.0,72.0,200000.0,Art,2,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,58.0,Central,70.0,Central,61.0,54.0,,Buisness,3,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,50.0,Others,37.0,Others,52.0,65.0,,Architecture,1,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Art,1,Hyderabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,73.24,Others,50.83,Others,64.27,64.0,500000.0,Art,1,Chennai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,67.0,Others,91.0,Others,58.0,55.0,270000.0,Buisness,7,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,76.0,Central,80.0,Central,78.0,97.0,276000.0,Art,2,Banglore,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,67.9,Others,62.0,Others,67.0,58.1,,Architecture,4,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,63.0,Central,67.0,Central,74.0,82.0,,Architecture,3,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,75.4,Others,60.5,Central,84.0,98.0,240000.0,Computer,4,Chennai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,69.0,Others,60.0,Others,65.0,87.55,300000.0,Buisness,7,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,55.6,Others,51.0,Others,57.5,57.63,,Buisness,3,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,62.0,Others,62.0,Others,60.0,63.0,240000.0,Buisness,5,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,60.0,Central,63.0,Central,56.0,80.0,300000.0,Art,1,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Architecture,6,Pune,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,54.2,Central,63.0,Others,58.0,79.0,,Art,4,kolkata,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,82.0,Others,90.0,Others,83.0,80.0,200000.0,Architecture,6,Noida,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Art,5,Ahmedabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Computer,4,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,51.0,Central,44.0,Central,57.0,64.0,,Art,7,kolkata,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,78.0,Central,77.0,Others,80.0,60.0,287000.0,Architecture,3,Noida,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,62.0,Others,51.0,Others,52.0,68.44,,Buisness,6,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,69.8,Others,60.8,Others,72.23,55.53,360000.0,Architecture,1,Chennai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,59.96,Others,42.16,Others,61.26,54.48,,Architecture,1,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
